taxon,justification,threats,status,criteria,pop_trend,RangeSize,PopulationSize,NumberOfSubpopulations,GrowthForms,SensitiveGrowthForm,GenusCollected,SpeciesCollectionThreat,PurposeMedicine,PurposeHorticulture,PurposeFood,PurposeFuel,PurposeMaterials,include
Euphorbia spinea N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia stapelioides Boiss.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia stellata Willd.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia stellispina Haw.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia stolonifera Marloth,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia striata Thunb.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Dwarf shrub;Herb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia submammillaris (A.Berger) A.Berger,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia suffulta Bruyns,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia susannae Marloth,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,EN,"B1ab(iii,v)+2ab(iii,v)",Decreasing,290,,,Dwarf shrub;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Euphorbia tenax Burch.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia tetragona Haw.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Succulent;Tree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia tettensis Klotzsch,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Herb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia tirucalli L.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Shrub;Succulent;Tree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia tortirama R.A.Dyer,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,>10000,,,Dwarf shrub;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Euphorbia transvaalensis Schltr.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia triangularis Desf.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Succulent;Tree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia trichadenia Pax var. trichadenia,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Dwarf shrub;Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia tridentata Lam.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia tuberosa L.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Geophyte;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia tugelensis N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia umfoloziensis Peckover,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,VU,D2,Stable,154,,2,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia vandermerwei R.A.Dyer,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia virosa Willd.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia waterbergensis R.A.Dyer,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,R,,Stable,730,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia wilmaniae Marloth,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia zambesiana Benth. var. zambesiana,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Dwarf shrub;Herb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia zoutpansbergensis R.A.Dyer,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,823,,<10,Succulent;Tree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Faucaria nemorosa,,"Possibly potentially threatened by succulent collectors, since this is so restricted.",CRR,0,Stable,<100,0,1,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Faucaria tigrina,,"Dold estimates that a quarter of these tiny fragmented populations have been lost since 1995 when Mayfield Farm was bought by the Grahamstown Municipality for commonage - it's now overgrazed, intensely harvested for fuel and resources like building.
Many",EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",Decreasing,<200,0,3,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Frithia humilis,,Possibly mining; definitely trampling/overgrazing. Invasive alien vegetation and plant collectors.,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Decreasing,3000,431000,0,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Gasteria nitida  subsp. armstrongii,"AGR: Development is threat: REMOVE from list and publicize the site!
LVS: A rare succulent known from only one locality. If succulent collectors get to plunder the lot the developers would be very grateful because there would be no CR plant standing between them and getting an ok to build on the site. Please be consistent and consider the severity of this case: only one locality, that's all there is.","High threat of development. This area has been zoned for coastal development, and the municipality is currently looking the possibility of a large development in this area. This is a high future potential threat - at least 50% of sites are likely to be de",CR,A4cd,Decreasing,9,<500,42371,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Gibbaeum album,,"This species is sought after by collectors and is currently being collected  illegally - ongoing threat.

The buidling of the Muiskraal Brandrivier road has caused  a significant loss of occupancy and individuals  in the past ca 30 %  - loss took place ",CR,"B1ab(iii,v)+2ab(iii,v)",Decreasing,<5,30000,2,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Gibbaeum nebrownii,,"Illegal collection is a serious threat to this species J.Vlok has observed major reductions in number of individuals due to collecting  over the past 20 years. Ongoing threat 

Trampling by Springbok , Eiepoort Nature Reserve has too many Springbok. (J.",CR,"B1ab(iii,v)",Decreasing,<20,>10000,5,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Gladiolus aureus,"AGR: Not collected: threat is aliens and habitat loss.  REMOVE
LVS: This species was collected in the past. It has very showy flowers. It is CRITICALLY ENDANGERED. There are less than 50 plants left. We cannot afford to lose even one. Conservation organizations concerned with this species should already know where it grows. No other collector-type should know.","The site where this species grows is severely degraded, polluted with litter (Duncan 2002) and infested with dense stands of alien Acacias, which have caused the loss of more than 80% of the population since the 1980s. These Acacias were cleared around 20",CR,"A2ace; B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v); C2a(i,ii); D",Decreasing,<10,9,1,Geophyte;Herb,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Grewia pondoensis,"JEV: Harvesting for firewood, indiscriminate, not targeted. Remove.
LVS: This species, like many other Pondoland endemics, is indiscriminately harvested for building materials and firewood, it is not specifically targeted. It should not be on the list. I don't know why it was ever even considered for inclusion?","The main threats to Pondoland woody endemics restricted to forest margins are too frequent and intense grassland fires that are causing forest margins to recede (D. Styles, C.R. Scott-Shaw pers. obs.) as well as the indiscriminate harvesting of wood for f",NT,"B1ab(iii,v)+2ab(iii,v)",Decreasing,2800,0,>10,Climber;Shrub;Tree,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1
Haemanthus canaliculatus,"AGR: Is illegal collecting a major threat: may be better to publicize localities and get public support: REMOVE? 
JEV: If we are to make consistent decisions, then we should rather keep this one on the list. I do not know how severely the harvesting is threatening this plant, only Dee can answer this. 
AGR: Dee - is the best strategy one of publicity or secrecy?   Would having lots of people knowing about the locality result in its better policing or better exploitation?  Are its localities currently secret or are the already published elsewhere?  Are currently unknown populations likely to be easily found by keen collectors before botanists find them, or would getting interested amateurs to find them and publicize them make them safer?
DS: Your question about whether it would be wise to reveal the localities of Haemanthus canaliculatus is interesting. I’ve just had a look for H. canaliculatus on the web. The number runs to 11, 100 entries, so clearly there is a huge interest in the species in the bulb trade. When this fire lily is in flower the wild populations near Betty’s Bay are a dramatic site. Anyone living there couldn’t fail to see them.  At this stage of their life cycle, when the veld is so open, the plants are very vulnerable, but hopefully any unscrupulous bulb collectors  could easily be seen and stopped by concerned locals. However, between fires when the plants are in leaf and the surrounding fynbos has grown up, only a knowledgeable plantsman (which often includes the determined collector) would know what the plants look like, and if guided to the spot by explicit locality data he or she could track them down.   My feeling is that by keeping H. canaliculatus on the Sensitive taxon list we can least ensure that bulb collectors from outside the Betty’s Bay area will not know where to look for the plants when only in leaf, unless they ask one of the locals who would have seen their whereabouts when in flower.  It would then be at this point that the local community could prevent  this happening.  This way both SANBI and concerned locals could help conserve the species.
I am concerned about this species because if it is threatened by collectors, it should have been listed in the Western Cape legislation and it is not. And if it is threatened by collecting as well as being exported (as evidenced by websites such as Nurseriesonline.com.au and Pacific bulb society) then it could be a candidate for CITES listing. How do important species like this escape these legislations unnoticed? We all need to bear this in mind when considering the sensitive taxon list. I have discussed this with Michele Pfab and she will consider H. canaliculatus for TOPS. 
LVS: NEMBA as well as provincial ordinance lists have up to now been very haphazardly compiled. This I suspect is because whoever was involved with compiling these lists did the best they could with the limited information available, and many species were missed. Haemanthus canaliculatus was listed as threatened before, but the reasons why it is threatened was not documented in an accessible way. With the new Red List we are now in a new position where we can ask specific questions of our data, such as “which species are threatened by collecting”, which was not possible before. We are now able to identify many gaps in our conservation legislation, and we are glad that DEA has approached us to do an overhaul of the TOPS list: it is seriously needed! When we were doing conservation analyses for the Red List last year, most of the provinces we contacted indicated that they are in process of updating their ordinance lists.
AGR: This is not about the bulb trade.  If the species propagates easily then there is little pressure on local populations.  Secrecy is not the be all and end all.  TOPS should only be considered if there is an important export of this species from South Africa.  If it is available on the web from sources in America and Europe, then its status in South Africa is irrelevant, and it should not be on TOPS or the secrecy list. The internet is crummy today; but a quick squiz shows that seed and plant are available from nurseries worldwide.  I cannot see the point in why anyone would try and collect it from local populations: you can just order it from anywhere in the world at far less hassle, and it will be delivered within a few days. I am now more convinced that it does not need to be on the sensitive list.  The only people interested in collecting it from the wild would be someone looking for freaks for breeding or interested in obtaining some genetic features for breeding programmes.    This is not a TOPS species either: it would be meaningless to put it there!  I am sure Michele will check up on this, but at 90% sure that she will just end up confirming my suspicions! We must remember the purpose of this list and not get sidetracked by irrelevant issues!  The issue is will making the localities known result in exploitation.  I say no - especially seen that I can get the book on Haemanthus from any library and look up the details there already (sorry, it not in the KRC library, so I am winging it here).
DS: A further point is that in Betty’s Bay itself the greatest threat to the populations is encrouching housing developments. Do what is best with the listing of the species so that the municipal planning department is made aware of the rare plants in the vleis of Betty’s Bay and Rooiels and restricts further impacts on these areas. If they don’t take heed of the sensitivity of the vleis, the only remaining plants may be those in cultivation in foreign countries. These, however, would probably be clonal material as the bulbs don’t flower well in cultivation.
AGR: Many thanks: you are the expert and should make the call.  ""On"" or ""off"" the sensitive list please!
LVS: It has a small population and a very restricted range. When in doubt, keep it on.","Residential development, especially altering drainage; illegal collectors.

Prevention of fire due to houses being built in close proximity to vleis that this species occurs in.",EN,"B1ab(iii,v); C2a(i)",Decreasing,<50,<1000,0,Geophyte,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
